trial,score,start_equity,end_equity,return_pct,max_drawdown,max_drawdown_pct,btc_trades,sol_trades,btc_ema_fast,btc_ema_slow,btc_adx_min,btc_atr_period,btc_stop_atr_mult,btc_tp_atr_mult,btc_trigger_delta,btc_pos_pct,sol_bb_period,sol_bb_std,sol_rsi_period,sol_rsi_long_max,sol_rsi_short_min,sol_adx_max,sol_atr_period,sol_stop_atr_mult,sol_trigger_delta
221,0.3073993949055899,1000.0,1009.0176572442879,0.9017657244287935,29.970348202819537,2.9335312280160752,80,5,22,180,30.0,10,1.9,2.9000000000000004,0.0025,18,32,2.4000000000000004,12,33,69,14.0,14,2.1,0.0036
120,0.28589069623268204,1000.0,1006.6795189545073,0.6679518954507246,23.514141122989713,2.3363890614582603,39,22,36,170,31.0,13,2.2,2.2,0.0035,18,14,2.6,17,41,63,18.0,11,2.3,0.0074
45,0.2851461678493944,1000.0,1008.3844257870753,0.8384425787075322,30.18025588174521,2.940395745210829,50,49,34,200,30.0,16,1.4,2.0,0.0023,10,36,2.4000000000000004,10,33,61,20.0,11,2.4000000000000004,0.008
184,0.2836323507760735,1000.0,1011.1058412869472,1.1105841286947138,40.7003792746541,3.9155763637537775,89,5,34,190,26.0,15,2.2,2.7,0.002,24,30,2.6,15,32,62,15.0,18,2.6,0.005
182,0.2816075497742911,1000.0,1013.3757984835786,1.3375798483578505,48.75825244746068,4.74980109528286,178,2,38,230,19.0,18,2.1,2.4000000000000004,0.0009000000000000001,18,26,2.6,19,37,58,11.0,13,2.4000000000000004,0.0068000000000000005
8,0.23073199293915653,1000.0,1008.9889729907454,0.8988972990745525,39.79588272043543,3.895850279036031,164,117,34,230,21.0,12,1.8,3.3,0.001,10,40,1.7000000000000002,12,38,60,22.0,20,1.8,0.0058
151,0.22569034876164243,1000.0,1012.3463202315072,1.234632023150728,57.01941361548836,5.470468852235483,169,183,32,160,21.0,19,1.8,3.0,0.0024000000000000002,10,14,1.6,12,39,63,22.0,17,2.0,0.0048000000000000004
194,0.22164608584599343,1000.0,1007.3740128557183,0.7374012855718259,33.8432329937026,3.326931232542474,151,51,12,170,32.0,15,1.0,2.4000000000000004,0.0026000000000000003,14,38,2.2,11,32,60,19.0,13,2.1,0.007200000000000001
30,0.2108056196076419,1000.0,1012.0143677245591,1.2014367724558994,60.996673433355454,5.699263495404209,224,4,22,240,23.0,14,1.1,2.6,0.0019000000000000002,30,30,2.2,20,41,66,15.0,10,1.3,0.0076
72,0.206711697208208,1000.0,1007.3862796362139,0.7386279636213855,36.56603926991079,3.5732277060132254,70,51,30,180,29.0,13,1.9,3.0,0.0015,22,14,2.1,17,39,72,22.0,16,1.8,0.006200000000000001
216,0.16169333169333025,1000.0,1007.4234761735338,0.7423476173533894,46.53563382513664,4.591083686501902,217,6,18,170,23.0,17,1.9,1.9000000000000001,0.0035,20,14,2.3000000000000003,12,31,71,16.0,18,2.0,0.006
145,0.13852226825194144,1000.0,1005.3322113508842,0.5332211350884242,39.68046628094419,3.8493531893270228,105,0,36,270,25.0,13,1.5,2.2,0.0018,20,36,2.1,16,30,70,15.0,18,2.0,0.0026
204,0.12529600068118815,1000.0,1005.0132702806675,0.5013270280667559,40.49609462666763,4.001141499658614,164,29,10,260,29.0,13,1.7000000000000002,2.7,0.0034000000000000002,12,40,2.2,20,35,60,20.0,14,1.5,0.0036
236,0.11398230210069163,1000.0,1004.3374740634104,0.43374740634103404,38.562902478718,3.805392577155205,174,2,36,240,19.0,20,1.8,3.5,0.0027,14,22,1.7000000000000002,14,29,66,13.0,12,2.0,0.004
98,0.10248388786448548,1000.0,1002.4876290980164,0.2487629098016475,24.48884971929317,2.427336774445822,39,0,40,190,31.0,11,1.5,3.5,0.0019000000000000002,12,38,2.0,19,31,70,16.0,18,2.4000000000000004,0.007200000000000001
192,0.09887682052617622,1000.0,1003.0539533628502,0.30539533628501925,31.44842084796437,3.0886443825746825,225,12,12,140,24.0,16,1.6,3.5,0.0023,10,34,1.6,12,29,65,16.0,20,2.4000000000000004,0.004
183,0.09759186295237028,1000.0,1004.759417851343,0.47594178513430396,49.87427352292707,4.876859307077552,251,81,22,270,21.0,15,1.4,1.8,0.0014000000000000002,16,36,1.7000000000000002,17,42,61,21.0,19,2.3,0.0032
252,0.08334311818151352,1000.0,1004.5719851815171,0.45719851815171353,56.12449620641428,5.485738092447872,71,90,34,230,28.0,20,2.0,2.0,0.0026000000000000003,28,22,1.7000000000000002,10,29,61,20.0,17,2.4000000000000004,0.0028
136,0.06615352139584918,1000.0,1003.3097218388205,0.3309721838820501,50.74047532389966,5.003092456735296,151,74,20,270,26.0,16,1.8,2.1,0.0016,18,36,2.3000000000000003,13,37,62,21.0,17,1.5,0.0026
249,0.06050438131816719,1000.0,1002.1924951227659,0.21924951227658696,36.87679444885805,3.6236964580076547,79,86,36,150,26.0,15,2.2,2.4000000000000004,0.0022,18,28,2.0,11,29,60,22.0,20,1.6,0.007200000000000001
172,0.05921245163135058,1000.0,1002.2732835530525,0.2273283553052563,39.46906072364368,3.8391984969744977,85,4,38,130,25.0,12,1.8,3.1,0.0022,28,14,2.4000000000000004,17,38,70,14.0,10,1.8,0.0036
195,0.0549642950143549,1000.0,1002.3861185303972,0.23861185303972743,45.29318103099581,4.341215565075649,134,6,34,290,23.0,16,2.2,2.2,0.0033,12,30,2.1,10,29,64,13.0,11,1.7,0.0058
84,0.05346068817202815,1000.0,1003.9813798530671,0.3981379853067013,80.78591585868287,7.447303783773891,173,44,34,120,22.0,18,1.1,3.2,0.0019000000000000002,30,36,2.6,14,37,64,20.0,15,1.3,0.006200000000000001
297,0.043644114071523174,1000.0,1001.4372738300149,0.14372738300147958,34.013315315651425,3.2931676139866597,83,14,20,140,31.0,10,1.4,2.7,0.0022,26,32,2.4000000000000004,15,34,72,20.0,12,1.7,0.0076
276,0.035046325830452106,1000.0,1002.3562407589184,0.2356240758918382,68.84063598519788,6.723217635758612,164,24,10,310,27.0,18,2.2,3.1,0.0011,22,18,1.8,19,37,67,22.0,11,2.6,0.0026
2,0.02088009876431339,1000.0,1000.6787073043151,0.06787073043150738,33.619859763861086,3.2504985343990156,176,3,10,170,29.0,16,1.5,2.6,0.0012000000000000001,16,38,2.1,11,29,64,11.0,15,2.5,0.004200000000000001
262,-0.019858200345581205,1000.0,998.9718524350524,-0.10281475649476235,54.41040198086421,5.177445826184366,70,6,30,170,29.0,18,2.1,2.9000000000000004,0.0015,30,32,1.8,16,32,69,21.0,14,1.4,0.003
131,-0.041539838137256854,1000.0,996.01579897938,-0.3984201020620026,99.54973276166618,9.591277191440518,160,14,34,220,20.0,17,2.1,3.3,0.0019000000000000002,26,22,1.7000000000000002,16,29,64,19.0,12,2.0,0.0038000000000000004
266,-0.04923299761263487,1000.0,996.7559179007719,-0.3244082099228107,65.89243508495133,6.589243508495134,41,0,34,150,31.0,17,2.2,3.6,0.0028,30,20,1.8,17,29,70,10.0,14,1.2,0.004
165,-0.05537154013511379,1000.0,996.310946365337,-0.36890536346629865,68.12867935898225,6.6623641416894195,161,114,22,150,23.0,12,2.1,3.2,0.0028,18,36,1.8,10,39,63,22.0,14,2.1,0.006200000000000001
134,-0.057447419009701746,1000.0,997.7321667436702,-0.2267833256329843,39.61228350840338,3.947667789821594,130,3,10,160,31.0,19,2.0,3.2,0.0009000000000000001,14,16,1.9000000000000001,20,33,63,16.0,19,1.2,0.0058
293,-0.058721314154792904,1000.0,998.1282327802076,-0.18717672197924307,32.600474805647195,3.187543137843169,40,36,36,130,31.0,12,1.2,2.4000000000000004,0.0018,22,32,2.3000000000000003,12,33,71,21.0,12,2.4000000000000004,0.0024000000000000002
246,-0.06118757154876325,1000.0,998.8513235200344,-0.1148676479965638,19.062731094562878,1.877303594325857,165,6,24,250,25.0,10,1.2,2.6,0.001,10,20,2.4000000000000004,16,39,72,15.0,17,2.3,0.0024000000000000002
73,-0.07285784897868995,1000.0,997.3874121252404,-0.26125878747595976,36.5774362491843,3.5858701723732582,227,12,18,270,18.0,12,1.8,3.6,0.0018,12,40,2.3000000000000003,11,36,72,17.0,10,2.3,0.0028
47,-0.08600807250147488,1000.0,997.6010036623654,-0.2398996337634518,27.999337208111683,2.789268806824359,131,5,20,310,27.0,11,2.2,2.3,0.0017000000000000001,12,32,1.6,14,37,68,16.0,16,2.3,0.0032
290,-0.12209734211166132,1000.0,989.5529118532663,-1.0447088146733674,89.86090524303279,8.5563600042821,146,95,32,280,22.0,12,2.0,3.5,0.0013,18,16,2.3000000000000003,12,39,62,21.0,18,2.4000000000000004,0.0078000000000000005
237,-0.12803229891378154,1000.0,995.1340916379579,-0.48659083620420374,39.02585778290495,3.80053189962542,72,26,34,300,28.0,20,2.0,2.0,0.0017000000000000001,22,36,1.9000000000000001,10,31,59,16.0,11,1.9,0.0058
264,-0.13280780131283204,1000.0,987.1354495818015,-1.2864550418198561,101.38232039294599,9.68659242230492,291,3,14,190,23.0,15,1.2,2.0,0.0034000000000000002,30,34,2.1,17,28,62,13.0,13,2.3,0.0024000000000000002
96,-0.13833100155541186,1000.0,992.415229940448,-0.7584770059552048,56.755647598127666,5.4830587317867305,369,64,18,270,19.0,11,1.1,2.0,0.0021000000000000003,12,36,2.1,12,36,58,19.0,18,2.0,0.004
223,-0.14121021531702,1000.0,988.6355114530618,-1.1364488546938167,83.06145620421603,8.047922398124417,184,76,34,270,20.0,19,2.0,2.6,0.0028,22,26,2.3000000000000003,11,38,70,22.0,11,1.8,0.0052
112,-0.15070878047040048,1000.0,990.308011472895,-0.9691988527104956,66.21490480352384,6.430938195408251,183,1,40,280,20.0,10,1.7000000000000002,2.1,0.0033,20,36,1.7000000000000002,18,38,60,10.0,13,2.3,0.0048000000000000004
280,-0.1623983951567742,1000.0,989.2701328506823,-1.0729867149317673,68.45747727106357,6.607126344419477,198,4,14,180,25.0,13,1.6,3.3,0.0032,26,40,2.1,10,36,70,12.0,11,1.6,0.0064
82,-0.1694256483978439,1000.0,985.1275399540076,-1.4872460045992408,91.12824851651362,8.778163274942305,133,8,36,170,21.0,12,2.2,3.5,0.0019000000000000002,26,30,2.0,12,32,72,17.0,14,2.3,0.0074
244,-0.17567372140108886,1000.0,990.7979753020745,-0.9202024697925526,53.61712924858307,5.238133868022272,119,26,22,210,27.0,14,2.1,2.5,0.0022,20,32,2.3000000000000003,13,39,72,18.0,13,1.4,0.002
48,-0.19054570862407216,1000.0,989.7538314775682,-1.0246168522431875,54.84697772072127,5.377275928394983,160,52,14,300,29.0,20,1.3,2.1,0.003,18,40,2.6,19,40,59,22.0,19,2.4000000000000004,0.0022
298,-0.19404927484236112,1000.0,989.1699179240912,-1.0830082075908742,57.816894085928425,5.581098968139265,50,131,40,230,30.0,13,1.2,3.0,0.0008,16,20,1.8,13,39,58,19.0,18,1.4,0.0026
208,-0.1976884456681109,1000.0,993.2916317391744,-0.6708368260825659,33.95764843308177,3.393404322723038,116,2,32,240,25.0,20,1.9,3.4000000000000004,0.0012000000000000001,20,14,2.3000000000000003,11,32,64,11.0,11,2.5,0.008
231,-0.20832053840691073,1000.0,995.1223136479571,-0.4877686352042887,23.85448335670867,2.3414332496181167,149,4,18,250,27.0,20,1.7000000000000002,2.4000000000000004,0.001,12,18,1.7000000000000002,19,39,64,15.0,16,1.7,0.007
295,-0.20968940630666688,1000.0,984.7470893211137,-1.5252910678886344,74.74856403880563,7.274049246235761,145,4,14,160,27.0,16,2.0,3.1,0.002,22,28,2.2,10,28,66,13.0,15,1.2,0.0076
44,-0.2174414147708701,1000.0,992.9701015093406,-0.7029898490659381,32.62062261948972,3.2330080716533094,199,6,10,140,28.0,16,1.2,3.2,0.0013,10,22,2.2,15,31,65,15.0,15,2.4000000000000004,0.0076
28,-0.2243414527721222,1000.0,994.0531252563326,-0.5946874743667396,26.95979844382066,2.650814047151604,62,15,36,310,29.0,12,1.3,2.3,0.0033,14,26,1.6,12,39,72,15.0,16,2.4000000000000004,0.006200000000000001
186,-0.23640897628145152,1000.0,980.2194239780353,-1.9780576021964702,87.73030747796679,8.367100240058301,188,13,36,210,20.0,13,1.5,2.5,0.002,28,40,1.9000000000000001,17,36,68,20.0,15,1.6,0.0068000000000000005
245,-0.2406077048973133,1000.0,991.7567551570933,-0.8243244842906727,34.844665612323524,3.4260103376260473,168,27,36,120,21.0,18,1.5,1.8,0.0018,10,38,2.6,16,41,69,21.0,14,1.3,0.0032
202,-0.24634608291796306,1000.0,990.1084066310859,-0.9891593368914098,40.98129729069478,4.01532399125183,111,20,34,220,25.0,15,1.6,2.2,0.0017000000000000001,20,32,1.9000000000000001,17,33,60,16.0,15,1.6,0.0066
210,-0.2675918101372981,1000.0,992.1058853100541,-0.7894114689945941,30.054924249724763,2.950058406457046,76,59,28,130,30.0,11,1.0,2.8,0.0028,12,34,1.8,13,36,60,18.0,12,1.7,0.0054
4,-0.2694345097521781,1000.0,987.6709741548427,-1.232902584515727,46.61827873449931,4.575889649955133,132,7,14,130,28.0,13,2.2,2.7,0.001,16,40,1.7000000000000002,16,32,65,20.0,15,1.4,0.004200000000000001
174,-0.2748131883161945,1000.0,987.4618965615639,-1.2538103438436088,46.42606628468263,4.562409655540257,124,4,18,320,29.0,20,1.6,2.9000000000000004,0.002,24,40,2.2,16,29,68,20.0,18,1.4,0.006
248,-0.27637925502512845,1000.0,988.7434568592519,-1.1256543140748088,41.92472714591065,4.072861090722833,147,4,34,220,23.0,17,1.4,2.5,0.001,16,18,2.5,11,30,59,12.0,17,1.9,0.004
157,-0.2826530089674181,1000.0,988.44545639501,-1.1554543604990086,41.83726652446683,4.087889829017175,75,1,20,260,32.0,18,1.5,3.5,0.0019000000000000002,30,38,2.6,20,40,69,14.0,19,1.9,0.0032
97,-0.28380340862651166,1000.0,990.5608388186283,-0.9439161181371669,33.76620120453731,3.325950603290219,193,36,16,250,23.0,20,2.2,3.1,0.0035,10,22,2.5,14,33,59,19.0,18,1.5,0.0028
51,-0.3037221443066162,1000.0,969.2601010325315,-3.0739898967468537,103.78814833142883,10.12105950906093,205,3,24,140,22.0,17,1.3,3.2,0.0026000000000000003,28,34,2.2,15,28,65,15.0,12,1.9,0.0032
140,-0.31669695751801014,1000.0,977.7279288814034,-2.2272071118596637,71.26609332609053,7.032612909560412,214,54,30,320,19.0,17,1.7000000000000002,3.4000000000000004,0.0019000000000000002,14,40,2.4000000000000004,20,37,60,22.0,12,1.8,0.0052
149,-0.3270698008956526,1000.0,972.4757774194375,-2.752422258056253,84.95828336115312,8.415397112539834,263,1,10,150,24.0,12,1.4,2.9000000000000004,0.0032,22,24,1.6,16,28,67,18.0,13,1.7,0.0054
129,-0.3430907010880516,1000.0,977.8044350466438,-2.2195564953356173,66.27152315135675,6.46929948347969,401,46,14,260,18.0,14,1.3,1.9000000000000001,0.0033,16,14,2.1,14,36,64,18.0,17,1.6,0.0022
238,-0.3451688035065168,1000.0,990.3831176971903,-0.961688230280966,28.034399983646267,2.7861388993191825,163,15,12,210,28.0,20,2.1,2.3,0.0011,10,36,1.8,10,30,65,15.0,18,2.0,0.007
22,-0.3463165367966926,1000.0,983.865911480739,-1.6134088519261014,48.01017592155142,4.658769306396892,103,51,26,180,28.0,15,1.3,2.6,0.002,14,34,2.6,14,35,63,22.0,11,1.2,0.0048000000000000004
242,-0.3538497734606918,1000.0,983.7238159627934,-1.6276184037206542,46.67415950970303,4.599744088578488,159,85,12,290,30.0,20,1.6,2.5,0.0018,16,26,2.1,14,41,59,19.0,15,1.3,0.0052
258,-0.3609059271878614,1000.0,987.4758622453338,-1.252413775466621,34.94453532171087,3.4701945330332724,194,0,12,190,27.0,16,1.5,2.3,0.0013,16,32,2.1,15,42,67,10.0,15,2.1,0.005600000000000001
278,-0.3626706290178024,1000.0,981.1739635759012,-1.8826036424098747,53.64100649908801,5.190945976266149,137,25,18,310,27.0,20,2.1,3.0,0.0009000000000000001,22,24,1.9000000000000001,10,39,65,14.0,15,1.2,0.004
260,-0.3648965207146476,1000.0,981.1874909141652,-1.881250908583476,51.997726608964854,5.1555737086751545,157,46,10,220,32.0,19,1.3,2.2,0.0018,14,38,2.1,10,28,60,19.0,12,2.4000000000000004,0.0026
201,-0.36569192874496675,1000.0,966.746792703815,-3.3253207296184972,92.96098388512326,9.093229760445638,212,2,14,230,22.0,13,2.1,3.3,0.0027,28,20,2.3000000000000003,11,30,62,10.0,16,1.7,0.007200000000000001
123,-0.36626672021485424,1000.0,963.2725426535544,-3.672745734644556,101.20081563923065,10.027516921248267,294,2,18,160,18.0,14,1.7000000000000002,2.2,0.0032,24,28,2.5,10,42,59,10.0,14,1.5,0.007200000000000001
37,-0.37063174689407463,1000.0,989.2710089871728,-1.0728991012827205,29.432073191736208,2.8947846758236597,143,17,34,270,24.0,13,1.2,1.8,0.0032,12,38,2.2,13,30,70,21.0,18,1.9,0.0022
197,-0.37432166403281236,1000.0,976.0626483533488,-2.393735164665123,64.68704550998109,6.394861411107887,252,0,14,310,22.0,13,2.1,2.0,0.001,18,18,2.2,20,30,69,16.0,15,1.7,0.0026
167,-0.3750993071378702,1000.0,977.0222817736422,-2.2977718226357746,62.260591095451446,6.125769306716458,202,0,24,120,22.0,16,1.3,3.2,0.0032,18,24,2.0,19,39,67,10.0,14,2.2,0.004200000000000001
178,-0.37797826423343833,1000.0,968.1484133697847,-3.1851586630215256,84.92102827296878,8.426830229196408,246,5,22,130,20.0,18,1.4,2.5,0.0034000000000000002,28,24,2.5,19,40,68,15.0,13,1.6,0.0076
83,-0.381890574340128,1000.0,977.960329274032,-2.203967072596802,59.37279030586649,5.771200497433212,136,14,30,150,25.0,11,1.2,2.5,0.0035,30,36,2.6,16,41,70,18.0,15,1.3,0.007
255,-0.38775918424954275,1000.0,979.7830233562086,-2.0216976643791407,53.37387151103087,5.21379698147414,190,19,40,130,19.0,14,1.6,2.2,0.0021000000000000003,16,34,2.4000000000000004,13,38,70,18.0,10,1.8,0.007
160,-0.3892219531947676,1000.0,967.6221663342847,-3.237783366571534,86.37412505182408,8.318604179429055,162,33,38,320,22.0,17,1.3,2.4000000000000004,0.0034000000000000002,26,22,2.4000000000000004,14,30,59,19.0,19,1.5,0.0034000000000000002
59,-0.39540377476222677,1000.0,989.827876924423,-1.0172123075577022,26.070583519161573,2.572591291444791,44,4,34,260,32.0,17,1.4,3.6,0.0021000000000000003,18,32,2.5,10,37,69,11.0,13,2.2,0.0032
196,-0.3985928805424192,1000.0,972.7127670058703,-2.7287232994129718,70.05639945954135,6.84589071360138,227,36,34,220,18.0,20,1.4,3.2,0.0023,16,24,2.4000000000000004,16,34,60,20.0,19,2.2,0.0044
68,-0.4024884474652184,1000.0,982.8444898332932,-1.71555101667068,43.50768179831971,4.262360888802732,177,4,40,150,18.0,20,1.9,2.5,0.003,14,22,2.4000000000000004,10,36,64,11.0,13,2.5,0.0078000000000000005
173,-0.4065232382815662,1000.0,985.6592144042718,-1.4340785595728267,35.66898274987773,3.5276668700045013,240,3,10,180,27.0,11,1.0,3.1,0.0019000000000000002,12,30,1.6,11,42,65,10.0,14,1.8,0.003
156,-0.40987981352920955,1000.0,991.6138301952825,-0.8386169804717514,20.683862600176553,2.046007031307455,49,0,36,280,30.0,19,1.7000000000000002,1.9000000000000001,0.003,14,30,1.9000000000000001,18,33,68,17.0,18,1.8,0.004
282,-0.4099127008305142,1000.0,986.9109890507575,-1.308901094924253,32.532584588980626,3.193121589724642,183,24,22,200,23.0,17,1.8,3.0,0.0028,12,34,1.6,13,33,65,19.0,17,1.4,0.008
168,-0.4136541927325897,1000.0,982.2312838684787,-1.7768716131521312,43.76044717867444,4.295548417904723,91,57,24,130,28.0,11,1.7000000000000002,2.7,0.0013,22,34,2.4000000000000004,14,39,59,20.0,14,1.7,0.0058
222,-0.41795251322731475,1000.0,966.4979777379283,-3.3502022262071662,81.12035093062775,8.015748488597001,137,2,16,160,30.0,16,1.0,2.6,0.0035,30,18,1.8,13,30,69,15.0,13,2.4000000000000004,0.007200000000000001
125,-0.42071011728799845,1000.0,956.2422653188169,-4.375773468118316,108.60860505336927,10.400922840471807,157,10,38,140,19.0,17,1.9,3.5,0.0008,30,30,2.5,13,39,60,14.0,16,1.2,0.0058
21,-0.4328748035200754,1000.0,984.2203660600085,-1.5779633939991489,36.78466960498986,3.6453112566667736,259,25,24,240,19.0,19,1.3,3.6,0.0027,10,32,1.7000000000000002,16,38,67,19.0,18,1.7,0.0078000000000000005
212,-0.4382904563617057,1000.0,980.0657574099018,-1.9934242590098128,46.2820992636731,4.5481808469147,236,2,36,240,18.0,13,1.3,2.6,0.0032,12,32,1.7000000000000002,18,30,63,15.0,13,1.9,0.0026
89,-0.43895032724313804,1000.0,961.5406989462514,-3.845930105374862,88.12869143650505,8.761652211377829,183,0,10,130,30.0,15,1.3,2.2,0.0033,28,20,1.7000000000000002,18,31,67,13.0,13,1.7,0.0068000000000000005
104,-0.43896309220049845,1000.0,970.4443671005056,-2.9555632899494366,68.9265984878947,6.733056474368622,159,0,40,250,20.0,12,1.6,3.5,0.003,16,30,2.4000000000000004,20,40,63,11.0,16,2.5,0.0066
124,-0.4392933062437787,1000.0,979.2921423756039,-2.0707857624396087,48.44601869258554,4.713902381409062,116,28,18,290,29.0,19,1.8,3.1,0.0011,18,20,2.0,11,28,61,16.0,20,2.4000000000000004,0.0058
163,-0.44281772953687354,1000.0,989.8607093759974,-1.013929062400254,23.12111100689947,2.2897210178569054,99,3,24,290,29.0,10,1.2,3.1,0.0034000000000000002,14,14,2.2,17,30,72,21.0,14,2.6,0.0022
85,-0.4428234731174077,1000.0,966.7521859392887,-3.324781406071131,76.7859837033717,7.50814174927357,248,39,24,270,18.0,19,1.8,2.8,0.0027,16,34,1.7000000000000002,20,41,65,21.0,14,2.2,0.0046
235,-0.4431508823999055,1000.0,986.7268345238808,-1.327316547611912,30.23925379993807,2.995179746509278,189,9,14,120,27.0,11,1.0,2.6,0.0014000000000000002,10,14,2.2,18,32,68,21.0,18,2.4000000000000004,0.0046
42,-0.4462850262174468,1000.0,960.2613260940684,-3.9738673905931554,91.9875790015401,8.904326063265538,237,21,34,270,18.0,15,1.4,3.0,0.0035,22,30,2.4000000000000004,19,42,61,17.0,13,1.6,0.0046
211,-0.448927909114643,1000.0,949.2336432643476,-5.076635673565233,118.05803974236301,11.308353903808662,169,3,36,260,21.0,16,2.0,2.3,0.0013,30,34,2.2,16,28,69,19.0,13,1.9,0.005600000000000001
279,-0.4523439195906956,1000.0,966.1531202994968,-3.3846879700503263,76.54278911353435,7.482554365079051,180,5,28,210,22.0,17,2.1,2.1,0.0035,16,18,2.0,17,40,71,15.0,14,2.3,0.0046
256,-0.45370143222159437,1000.0,975.2177093388998,-2.478229066110016,55.53053274697231,5.462246513031973,114,42,32,270,26.0,17,1.5,3.6,0.0024000000000000002,20,26,2.0,12,28,63,19.0,13,1.2,0.0076
107,-0.46781455133618544,1000.0,942.4475010728329,-5.755249892716707,127.61220511110525,12.302417435025045,191,47,28,220,21.0,15,2.2,2.3,0.001,26,34,1.7000000000000002,18,36,61,22.0,15,1.7,0.0066
291,-0.46856621418595984,1000.0,985.8580053891753,-1.414199461082466,30.231792285763277,3.0181421926447576,119,2,20,220,28.0,11,1.3,2.9000000000000004,0.0015,18,26,2.1,15,32,67,14.0,17,2.5,0.0026
180,-0.4702083047492901,1000.0,967.587558297364,-3.241244170263602,71.18004539846368,6.893209110782927,144,0,34,280,23.0,16,1.6,2.2,0.0017000000000000001,22,18,2.4000000000000004,17,31,71,13.0,14,2.5,0.0064
254,-0.47103021081128704,1000.0,956.8648952188273,-4.313510478117266,92.80527654721732,9.157608958219084,207,24,22,170,22.0,14,1.7000000000000002,2.2,0.0009000000000000001,28,32,2.5,13,38,62,17.0,16,2.6,0.0054
162,-0.4737379885485533,1000.0,985.6129749497286,-1.4387025050271451,30.369160586742623,3.036916058674262,112,0,20,250,28.0,17,1.7000000000000002,2.4000000000000004,0.0032,18,24,2.0,20,28,72,22.0,11,2.2,0.005600000000000001
29,-0.4740158644449279,1000.0,933.1362797924318,-6.686372020756826,145.86161839986175,14.10579797489808,240,53,24,200,20.0,11,1.6,1.9000000000000001,0.0035,24,20,1.9000000000000001,17,33,62,22.0,13,1.5,0.002
88,-0.48370661832585965,1000.0,957.8274971294195,-4.21725028705805,88.77211111924726,8.718611917393709,240,31,24,230,19.0,20,1.5,3.5,0.0028,20,14,2.2,14,31,59,17.0,11,2.2,0.0032
181,-0.4900091632741651,1000.0,978.1522730772624,-2.184772692273762,45.24568154610165,4.458636401155134,88,3,18,260,32.0,10,1.8,3.1,0.0021000000000000003,26,30,1.8,16,31,62,13.0,15,2.2,0.0024000000000000002
128,-0.49137206989284415,1000.0,943.677450488427,-5.6322549511573,118.26069423512763,11.46230177955689,213,25,30,160,18.0,15,1.8,2.8,0.0034000000000000002,30,18,2.6,17,39,65,20.0,12,2.4000000000000004,0.0028
33,-0.4972605021516438,1000.0,980.8147128658193,-1.9185287134180773,39.260178679614796,3.8581964686851515,72,5,30,150,29.0,14,1.8,2.7,0.0029000000000000002,22,24,2.2,14,36,60,13.0,16,2.2,0.008
5,-0.4986804229905606,1000.0,977.3767183552354,-2.262328164476457,46.36070681234662,4.536629192117454,77,9,32,180,28.0,14,2.1,2.0,0.0027,30,18,2.4000000000000004,13,30,65,16.0,14,2.6,0.006
133,-0.4988511290468184,1000.0,964.4587603292623,-3.5541239670737745,73.17184116092949,7.124618468569631,139,31,32,310,24.0,14,2.0,1.9000000000000001,0.001,30,34,2.2,15,36,70,21.0,20,1.4,0.008
14,-0.5074065708322905,1000.0,940.1104315091,-5.988956849089999,121.03664651015379,11.80307310420993,155,3,24,140,23.0,10,1.9,3.5,0.0015,28,20,1.6,11,39,68,10.0,13,1.3,0.0076
176,-0.5116965198908662,1000.0,972.2021043060769,-2.7797895693923103,55.59264133506156,5.432496531313482,187,22,34,190,21.0,17,1.5,2.2,0.0016,16,36,1.7000000000000002,10,40,68,16.0,19,2.4000000000000004,0.0078000000000000005
25,-0.5149600787646698,1000.0,988.2662900335583,-1.173370996644163,22.83926754930451,2.278566912330264,78,1,22,320,31.0,14,1.8,3.3,0.0016,10,16,2.6,16,41,62,10.0,10,1.7,0.0068000000000000005
135,-0.5152856067799186,1000.0,978.9578841372153,-2.1042115862784705,41.03827099989917,4.08358308206577,233,0,18,260,23.0,15,1.7000000000000002,2.0,0.0026000000000000003,14,30,2.1,16,33,68,14.0,13,1.3,0.002
218,-0.5210786349729861,1000.0,944.1009709882296,-5.589902901177036,110.9288129718957,10.727561112665516,165,9,24,290,22.0,12,2.2,3.2,0.0026000000000000003,24,30,2.4000000000000004,11,37,59,14.0,18,2.5,0.004200000000000001
213,-0.5323213219721938,1000.0,976.443862294188,-2.3556137705811997,44.93422541878556,4.4251726792642865,131,1,26,270,26.0,20,1.5,3.0,0.0027,22,32,1.7000000000000002,15,33,71,17.0,19,1.4,0.007200000000000001
99,-0.5346059829393183,1000.0,967.3326505760473,-3.2667349423952663,61.22014510952124,6.110546919872509,124,5,10,310,32.0,20,2.1,2.6,0.0008,14,22,2.0,15,33,58,12.0,12,2.1,0.006200000000000001
240,-0.53478521713845,1000.0,950.853412367399,-4.914658763260105,94.22155530088082,9.18996749677872,240,1,14,270,25.0,18,1.5,1.9000000000000001,0.0023,28,18,2.1,12,32,70,11.0,19,2.2,0.0066
198,-0.5357330946387153,1000.0,965.8136674463675,-3.418633255363246,64.43602002552348,6.3812246985948935,262,12,14,120,22.0,17,1.5,2.6,0.0011,14,16,1.8,16,35,66,18.0,18,1.8,0.0026
12,-0.5358822018943473,1000.0,974.2504716954243,-2.5749528304575775,48.83577661337836,4.8050724979391015,202,14,24,300,19.0,11,2.1,3.3,0.0034000000000000002,12,38,2.4000000000000004,12,30,68,17.0,18,1.4,0.0036
